"ibge","municipio","latitude","longitude","cod_estado","estado","uf","regiao","capital"
420490,"Descanso",-26.827,-53.5034,42,"Santa Catarina","SC","Sul",0
312130,"Descoberto",-21.46,-42.9618,31,"Minas Gerais","MG","Sudeste",0
250540,"Desterro",-7.287,-37.0925,25,"Paraíba","PB","Nordeste",0
312140,"Desterro de Entre Rios",-20.665,-44.3334,31,"Minas Gerais","MG","Sudeste",0
312150,"Desterro do Melo",-21.143,-43.5178,31,"Minas Gerais","MG","Sudeste",0
430635,"Dezesseis de Novembro",-28.219,-55.0617,43,"Rio Grande do Sul","RS","Sul",0
351380,"Diadema",-23.6813,-46.6205,35,"São Paulo","SP","Sudeste",0
250560,"Diamante",-7.41738,-38.2615,25,"Paraíba","PB","Nordeste",0
410715,"Diamante D'Oeste",-24.9419,-54.1052,41,"Paraná","PR","Sul",0
410710,"Diamante do Norte",-22.655,-52.8617,41,"Paraná","PR","Sul",0
410712,"Diamante do Sul",-25.035,-52.6768,41,"Paraná","PR","Sul",0
312160,"Diamantina",-18.2413,-43.6031,31,"Minas Gerais","MG","Sudeste",0
510350,"Diamantino",-14.4037,-56.4366,51,"Mato Grosso","MT","Centro-Oeste",0
170700,"Dianópolis",-11.624,-46.8198,17,"Tocantins","TO","Norte",0
291005,"Dias d'Ávila",-12.6187,-38.2926,29,"Bahia","BA","Nordeste",0
430637,"Dilermando de Aguiar",-29.7054,-54.2122,43,"Rio Grande do Sul","RS","Sul",0
312170,"Diogo de Vasconcelos",-20.4879,-43.1953,31,"Minas Gerais","MG","Sudeste",0
312180,"Dionísio",-19.8433,-42.7701,31,"Minas Gerais","MG","Sudeste",0
420500,"Dionísio Cerqueira",-26.2648,-53.6351,42,"Santa Catarina","SC","Sul",0
520710,"Diorama",-16.2329,-51.2543,52,"Goiás","GO","Centro-Oeste",0
351385,"Dirce Reis",-20.4642,-50.6073,35,"São Paulo","SP","Sudeste",0
220335,"Dirceu Arcoverde",-9.33939,-42.4348,22,"Piauí","PI","Nordeste",0
280200,"Divina Pastora",-10.6782,-37.1506,28,"Sergipe","SE","Nordeste",0
312190,"Divinésia",-20.9917,-43.0003,31,"Minas Gerais","MG","Sudeste",0
312200,"Divino",-20.6134,-42.1438,31,"Minas Gerais","MG","Sudeste",0
312210,"Divino das Laranjeiras",-18.7755,-41.4781,31,"Minas Gerais","MG","Sudeste",0
320180,"Divino de São Lourenço",-20.6229,-41.6937,32,"Espírito Santo","ES","Sudeste",0
351390,"Divinolândia",-21.6637,-46.7361,35,"São Paulo","SP","Sudeste",0
312220,"Divinolândia de Minas",-18.8004,-42.6103,31,"Minas Gerais","MG","Sudeste",0
312230,"Divinópolis",-20.1446,-44.8912,31,"Minas Gerais","MG","Sudeste",0
520830,"Divinópolis de Goiás",-13.2853,-46.3999,52,"Goiás","GO","Centro-Oeste",0
170710,"Divinópolis do Tocantins",-9.80018,-49.2169,17,"Tocantins","TO","Norte",0
312235,"Divisa Alegre",-15.7221,-41.3463,31,"Minas Gerais","MG","Sudeste",0
312240,"Divisa Nova",-21.5092,-46.1904,31,"Minas Gerais","MG","Sudeste",0
312245,"Divisópolis",-15.7254,-40.9997,31,"Minas Gerais","MG","Sudeste",0
351400,"Dobrada",-21.5155,-48.3935,35,"São Paulo","SP","Sudeste",0
351410,"Dois Córregos",-22.3673,-48.3819,35,"São Paulo","SP","Sudeste",0
430640,"Dois Irmãos",-29.5836,-51.0898,43,"Rio Grande do Sul","RS","Sul",0
430642,"Dois Irmãos das Missões",-27.6621,-53.5304,43,"Rio Grande do Sul","RS","Sul",0
500348,"Dois Irmãos do Buriti",-20.6848,-55.2915,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
170720,"Dois Irmãos do Tocantins",-9.25534,-49.0638,17,"Tocantins","TO","Norte",0
430645,"Dois Lajeados",-28.983,-51.8396,43,"Rio Grande do Sul","RS","Sul",0
270250,"Dois Riachos",-9.38465,-37.0965,27,"Alagoas","AL","Nordeste",0
410720,"Dois Vizinhos",-25.7407,-53.057,41,"Paraná","PR","Sul",0
351420,"Dolcinópolis",-20.124,-50.5149,35,"São Paulo","SP","Sudeste",0
510360,"Dom Aquino",-15.8099,-54.9223,51,"Mato Grosso","MT","Centro-Oeste",0
291010,"Dom Basílio",-13.7565,-41.7677,29,"Bahia","BA","Nordeste",0
312247,"Dom Bosco",-16.652,-46.2597,31,"Minas Gerais","MG","Sudeste",0
312250,"Dom Cavati",-19.3735,-42.1121,31,"Minas Gerais","MG","Sudeste",0
150293,"Dom Eliseu",-4.19944,-47.8245,15,"Pará","PA","Norte",0
220340,"Dom Expedito Lopes",-6.95332,-41.6396,22,"Piauí","PI","Nordeste",0
430650,"Dom Feliciano",-30.7004,-52.1026,43,"Rio Grande do Sul","RS","Sul",0
220345,"Dom Inocêncio",-9.00516,-41.9697,22,"Piauí","PI","Nordeste",0
312260,"Dom Joaquim",-18.961,-43.2544,31,"Minas Gerais","MG","Sudeste",0
291020,"Dom Macedo Costa",-12.9016,-39.1923,29,"Bahia","BA","Nordeste",0
430660,"Dom Pedrito",-30.9756,-54.6694,43,"Rio Grande do Sul","RS","Sul",0
210380,"Dom Pedro",-5.03518,-44.4409,21,"Maranhão","MA","Nordeste",0
430655,"Dom Pedro de Alcântara",-29.3639,-49.853,43,"Rio Grande do Sul","RS","Sul",0
312270,"Dom Silvério",-20.1627,-42.9627,31,"Minas Gerais","MG","Sudeste",0
312280,"Dom Viçoso",-22.2511,-45.1643,31,"Minas Gerais","MG","Sudeste",0
320190,"Domingos Martins",-20.3603,-40.6594,32,"Espírito Santo","ES","Sudeste",0
220342,"Domingos Mourão",-4.2495,-41.2683,22,"Piauí","PI","Nordeste",0
420510,"Dona Emma",-26.981,-49.7261,42,"Santa Catarina","SC","Sul",0
312290,"Dona Eusébia",-21.319,-42.807,31,"Minas Gerais","MG","Sudeste",0
430670,"Dona Francisca",-29.6195,-53.3617,43,"Rio Grande do Sul","RS","Sul",0
250570,"Dona Inês",-6.61566,-35.6205,25,"Paraíba","PB","Nordeste",0
312300,"Dores de Campos",-21.1139,-44.0207,31,"Minas Gerais","MG","Sudeste",0
312310,"Dores de Guanhães",-19.0516,-42.9254,31,"Minas Gerais","MG","Sudeste",0
312320,"Dores do Indaiá",-19.4628,-45.5927,31,"Minas Gerais","MG","Sudeste",0
320200,"Dores do Rio Preto",-20.6931,-41.8405,32,"Espírito Santo","ES","Sudeste",0
312330,"Dores do Turvo",-20.9785,-43.1834,31,"Minas Gerais","MG","Sudeste",0
312340,"Doresópolis",-20.2868,-45.9007,31,"Minas Gerais","MG","Sudeste",0
260515,"Dormentes",-8.44116,-40.7662,26,"Pernambuco","PE","Nordeste",0
410725,"Douradina",-23.3807,-53.2918,41,"Paraná","PR","Sul",0
500350,"Douradina",-22.0405,-54.6158,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
351430,"Dourado",-22.1044,-48.3178,35,"São Paulo","SP","Sudeste",0
312350,"Douradoquara",-18.4338,-47.5993,31,"Minas Gerais","MG","Sudeste",0
500370,"Dourados",-22.2231,-54.812,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
410730,"Doutor Camargo",-23.5582,-52.2178,41,"Paraná","PR","Sul",0
430673,"Doutor Maurício Cardoso",-27.5103,-54.3577,43,"Rio Grande do Sul","RS","Sul",0
420515,"Doutor Pedrinho",-26.7174,-49.4795,42,"Santa Catarina","SC","Sul",0
430675,"Doutor Ricardo",-29.084,-51.9972,43,"Rio Grande do Sul","RS","Sul",0
240320,"Doutor Severiano",-6.08082,-38.3794,24,"Rio Grande do Norte","RN","Nordeste",0
412863,"Doutor Ulysses",-24.5665,-49.4219,41,"Paraná","PR","Sul",0
520725,"Doverlândia",-16.7188,-52.3189,52,"Goiás","GO","Centro-Oeste",0
351440,"Dracena",-21.4843,-51.535,35,"São Paulo","SP","Sudeste",0
351450,"Duartina",-22.4146,-49.4084,35,"São Paulo","SP","Sudeste",0
330160,"Duas Barras",-22.0536,-42.5232,33,"Rio de Janeiro","RJ","Sudeste",0
250580,"Duas Estradas",-6.68499,-35.418,25,"Paraíba","PB","Nordeste",0
170730,"Dueré",-11.3416,-49.2716,17,"Tocantins","TO","Norte",0
351460,"Dumont",-21.2324,-47.9756,35,"São Paulo","SP","Sudeste",0
210390,"Duque Bacelar",-4.15002,-42.9477,21,"Maranhão","MA","Nordeste",0
330170,"Duque de Caxias",-22.7858,-43.3049,33,"Rio de Janeiro","RJ","Sudeste",0
312352,"Durandé",-20.2058,-41.7977,31,"Minas Gerais","MG","Sudeste",0
351470,"Echaporã",-22.4326,-50.2038,35,"São Paulo","SP","Sudeste",0
320210,"Ecoporanga",-18.3702,-40.836,32,"Espírito Santo","ES","Sudeste",0
520735,"Edealina",-17.4239,-49.6644,52,"Goiás","GO","Centro-Oeste",0
520740,"Edéia",-17.3406,-49.9295,52,"Goiás","GO","Centro-Oeste",0
130140,"Eirunepé",-6.65677,-69.8662,13,"Amazonas","AM","Norte",0
351480,"Eldorado",-24.5281,-48.1141,35,"São Paulo","SP","Sudeste",0
500375,"Eldorado",-23.7868,-54.2838,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
150295,"Eldorado do Carajás",-6.10389,-49.3553,15,"Pará","PA","Norte",0
430676,"Eldorado do Sul",-30.0847,-51.6187,43,"Rio Grande do Sul","RS","Sul",0
220350,"Elesbão Veloso",-6.19947,-42.1355,22,"Piauí","PI","Nordeste",0
351490,"Elias Fausto",-23.0428,-47.3682,35,"São Paulo","SP","Sudeste",0
220360,"Eliseu Martins",-8.09629,-43.6705,22,"Piauí","PI","Nordeste",0
351492,"Elisiário",-21.1678,-49.1146,35,"São Paulo","SP","Sudeste",0
291030,"Elísio Medrado",-12.9417,-39.5191,29,"Bahia","BA","Nordeste",0
312360,"Elói Mendes",-21.6088,-45.5691,31,"Minas Gerais","MG","Sudeste",0
250590,"Emas",-7.09964,-37.7163,25,"Paraíba","PB","Nordeste",0
351495,"Embaúba",-20.9796,-48.8325,35,"São Paulo","SP","Sudeste",0
351500,"Embu das Artes",-23.6437,-46.8579,35,"São Paulo","SP","Sudeste",0
351510,"Embu-Guaçu",-23.8297,-46.8136,35,"São Paulo","SP","Sudeste",0
351512,"Emilianópolis",-21.8314,-51.4832,35,"São Paulo","SP","Sudeste",0
430680,"Encantado",-29.2351,-51.8703,43,"Rio Grande do Sul","RS","Sul",0
240330,"Encanto",-6.10691,-38.3033,24,"Rio Grande do Norte","RN","Nordeste",0
291040,"Encruzilhada",-15.5302,-40.9124,29,"Bahia","BA","Nordeste",0
430690,"Encruzilhada do Sul",-30.543,-52.5204,43,"Rio Grande do Sul","RS","Sul",0
410740,"Enéas Marques",-25.9445,-53.1659,41,"Paraná","PR","Sul",0
410750,"Engenheiro Beltrão",-23.797,-52.2659,41,"Paraná","PR","Sul",0
312370,"Engenheiro Caldas",-19.2065,-42.0503,31,"Minas Gerais","MG","Sudeste",0
351515,"Engenheiro Coelho",-22.4836,-47.211,35,"São Paulo","SP","Sudeste",0
312380,"Engenheiro Navarro",-17.2831,-43.947,31,"Minas Gerais","MG","Sudeste",0
330180,"Engenheiro Paulo de Frontin",-22.5498,-43.6827,33,"Rio de Janeiro","RJ","Sudeste",0
430692,"Engenho Velho",-27.706,-52.9145,43,"Rio Grande do Sul","RS","Sul",0
312385,"Entre Folhas",-19.6218,-42.2306,31,"Minas Gerais","MG","Sudeste",0
291050,"Entre Rios",-11.9392,-38.0871,29,"Bahia","BA","Nordeste",0
420517,"Entre Rios",-26.7225,-52.5585,42,"Santa Catarina","SC","Sul",0
312390,"Entre Rios de Minas",-20.6706,-44.0654,31,"Minas Gerais","MG","Sudeste",0
410753,"Entre Rios do Oeste",-24.7042,-54.2385,41,"Paraná","PR","Sul",0
430695,"Entre Rios do Sul",-27.5298,-52.7347,43,"Rio Grande do Sul","RS","Sul",0
430693,"Entre-Ijuís",-28.3686,-54.2686,43,"Rio Grande do Sul","RS","Sul",0
130150,"Envira",-7.43789,-70.0281,13,"Amazonas","AM","Norte",0
120025,"Epitaciolândia",-11.0188,-68.7341,12,"Acre","AC","Norte",0
240340,"Equador",-6.93835,-36.717,24,"Rio Grande do Norte","RN","Nordeste",0
430697,"Erebango",-27.8544,-52.3005,43,"Rio Grande do Sul","RS","Sul",0
430700,"Erechim",-27.6364,-52.2697,43,"Rio Grande do Sul","RS","Sul",0
230427,"Ererê",-6.02751,-38.3461,23,"Ceará","CE","Nordeste",0
290050,"Érico Cardoso",-13.4215,-42.1352,29,"Bahia","BA","Nordeste",0
420519,"Ermo",-28.9869,-49.643,42,"Santa Catarina","SC","Sul",0
430705,"Ernestina",-28.4977,-52.5836,43,"Rio Grande do Sul","RS","Sul",0
430720,"Erval Grande",-27.3926,-52.574,43,"Rio Grande do Sul","RS","Sul",0
430730,"Erval Seco",-27.5443,-53.5005,43,"Rio Grande do Sul","RS","Sul",0
420520,"Erval Velho",-27.2743,-51.443,42,"Santa Catarina","SC","Sul",0
312400,"Ervália",-20.8403,-42.6544,31,"Minas Gerais","MG","Sudeste",0
260520,"Escada",-8.35672,-35.2241,26,"Pernambuco","PE","Nordeste",0
430740,"Esmeralda",-28.0518,-51.1933,43,"Rio Grande do Sul","RS","Sul",0
312410,"Esmeraldas",-19.764,-44.3065,31,"Minas Gerais","MG","Sudeste",0
312420,"Espera Feliz",-20.6508,-41.9119,31,"Minas Gerais","MG","Sudeste",0
250600,"Esperança",-7.02278,-35.8597,25,"Paraíba","PB","Nordeste",0
430745,"Esperança do Sul",-27.3603,-53.9891,43,"Rio Grande do Sul","RS","Sul",0
410752,"Esperança Nova",-23.7238,-53.811,41,"Paraná","PR","Sul",0
170740,"Esperantina",-5.36593,-48.5378,17,"Tocantins","TO","Norte",0
220370,"Esperantina",-3.88863,-42.2324,22,"Piauí","PI","Nordeste",0
210400,"Esperantinópolis",-4.87938,-44.6926,21,"Maranhão","MA","Nordeste",0
410754,"Espigão Alto do Iguaçu",-25.4216,-52.8348,41,"Paraná","PR","Sul",0
110009,"Espigão D'Oeste",-11.5266,-61.0252,11,"Rondônia","RO","Norte",0
312430,"Espinosa",-14.9249,-42.809,31,"Minas Gerais","MG","Sudeste",0
240350,"Espírito Santo",-6.33563,-35.3052,24,"Rio Grande do Norte","RN","Nordeste",0
312440,"Espírito Santo do Dourado",-22.0454,-45.9548,31,"Minas Gerais","MG","Sudeste",0
351518,"Espírito Santo do Pinhal",-22.1909,-46.7477,35,"São Paulo","SP","Sudeste",0
351519,"Espírito Santo do Turvo",-22.6925,-49.4341,35,"São Paulo","SP","Sudeste",0
291060,"Esplanada",-11.7942,-37.9432,29,"Bahia","BA","Nordeste",0
430750,"Espumoso",-28.7286,-52.8461,43,"Rio Grande do Sul","RS","Sul",0
430755,"Estação",-27.9135,-52.2635,43,"Rio Grande do Sul","RS","Sul",0
280210,"Estância",-11.2659,-37.4484,28,"Sergipe","SE","Nordeste",0
430760,"Estância Velha",-29.6535,-51.1843,43,"Rio Grande do Sul","RS","Sul",0
430770,"Esteio",-29.852,-51.1841,43,"Rio Grande do Sul","RS","Sul",0
312450,"Estiva",-22.4577,-46.0191,31,"Minas Gerais","MG","Sudeste",0
355730,"Estiva Gerbi",-22.2713,-46.9481,35,"São Paulo","SP","Sudeste",0
210405,"Estreito",-6.56077,-47.4431,21,"Maranhão","MA","Nordeste",0
430780,"Estrela",-29.5002,-51.9495,43,"Rio Grande do Sul","RS","Sul",0
351520,"Estrela d'Oeste",-20.2875,-50.4049,35,"São Paulo","SP","Sudeste",0
312460,"Estrela Dalva",-21.7412,-42.4574,31,"Minas Gerais","MG","Sudeste",0
270255,"Estrela de Alagoas",-9.39089,-36.7644,27,"Alagoas","AL","Nordeste",0
312470,"Estrela do Indaiá",-19.5169,-45.7859,31,"Minas Gerais","MG","Sudeste",0
351530,"Estrela do Norte",-22.4859,-51.6632,35,"São Paulo","SP","Sudeste",0
520750,"Estrela do Norte",-13.8665,-49.0716,52,"Goiás","GO","Centro-Oeste",0
312480,"Estrela do Sul",-18.7399,-47.6956,31,"Minas Gerais","MG","Sudeste",0
430781,"Estrela Velha",-29.1713,-53.1639,43,"Rio Grande do Sul","RS","Sul",0
291070,"Euclides da Cunha",-10.5078,-39.0153,29,"Bahia","BA","Nordeste",0
351535,"Euclides da Cunha Paulista",-22.5545,-52.5928,35,"São Paulo","SP","Sudeste",0
430783,"Eugênio de Castro",-28.5315,-54.1506,43,"Rio Grande do Sul","RS","Sul",0
312490,"Eugenópolis",-21.1002,-42.1878,31,"Minas Gerais","MG","Sudeste",0
291072,"Eunápolis",-16.3715,-39.5821,29,"Bahia","BA","Nordeste",0
230428,"Eusébio",-3.8925,-38.4559,23,"Ceará","CE","Nordeste",0
312500,"Ewbank da Câmara",-21.5498,-43.5068,31,"Minas Gerais","MG","Sudeste",0
312510,"Extrema",-22.854,-46.3178,31,"Minas Gerais","MG","Sudeste",0
240360,"Extremoz",-5.70143,-35.3048,24,"Rio Grande do Norte","RN","Nordeste",0
260530,"Exu",-7.50364,-39.7238,26,"Pernambuco","PE","Nordeste",0
250610,"Fagundes",-7.34454,-35.7931,25,"Paraíba","PB","Nordeste",0
430786,"Fagundes Varela",-28.8794,-51.7014,43,"Rio Grande do Sul","RS","Sul",0
520753,"Faina",-15.4473,-50.3622,52,"Goiás","GO","Centro-Oeste",0
312520,"Fama",-21.4089,-45.8286,31,"Minas Gerais","MG","Sudeste",0
312530,"Faria Lemos",-20.8097,-42.0213,31,"Minas Gerais","MG","Sudeste",0
230430,"Farias Brito",-6.92146,-39.5651,23,"Ceará","CE","Nordeste",0
150300,"Faro",-2.16805,-56.7405,15,"Pará","PA","Norte",0
410755,"Farol",-24.0958,-52.6217,41,"Paraná","PR","Sul",0
430790,"Farroupilha",-29.2227,-51.3419,43,"Rio Grande do Sul","RS","Sul",0
351540,"Fartura",-23.3916,-49.5124,35,"São Paulo","SP","Sudeste",0
220375,"Fartura do Piauí",-9.48342,-42.7912,22,"Piauí","PI","Nordeste",0
170755,"Fátima",-10.7603,-48.9076,17,"Tocantins","TO","Norte",0
291075,"Fátima",-10.616,-38.2239,29,"Bahia","BA","Nordeste",0
500380,"Fátima do Sul",-22.3789,-54.5131,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
410760,"Faxinal",-24.0077,-51.3227,41,"Paraná","PR","Sul",0
430800,"Faxinal do Soturno",-29.5788,-53.4484,43,"Rio Grande do Sul","RS","Sul",0
420530,"Faxinal dos Guedes",-26.8451,-52.2596,42,"Santa Catarina","SC","Sul",0
430805,"Faxinalzinho",-27.4238,-52.6789,43,"Rio Grande do Sul","RS","Sul",0
520760,"Fazenda Nova",-16.1834,-50.7781,52,"Goiás","GO","Centro-Oeste",0
410765,"Fazenda Rio Grande",-25.6624,-49.3073,41,"Paraná","PR","Sul",0
430807,"Fazenda Vilanova",-29.5885,-51.8217,43,"Rio Grande do Sul","RS","Sul",0
120030,"Feijó",-8.17054,-70.351,12,"Acre","AC","Norte",0
291077,"Feira da Mata",-14.2044,-44.2744,29,"Bahia","BA","Nordeste",0
291080,"Feira de Santana",-12.2664,-38.9663,29,"Bahia","BA","Nordeste",0
270260,"Feira Grande",-9.89859,-36.6815,27,"Alagoas","AL","Nordeste",0
260540,"Feira Nova",-7.94704,-35.3801,26,"Pernambuco","PE","Nordeste",0
280220,"Feira Nova",-10.2616,-37.3147,28,"Sergipe","SE","Nordeste",0
210407,"Feira Nova do Maranhão",-6.96508,-46.6786,21,"Maranhão","MA","Nordeste",0
312540,"Felício dos Santos",-18.0755,-43.2422,31,"Minas Gerais","MG","Sudeste",0
240370,"Felipe Guerra",-5.59274,-37.6875,24,"Rio Grande do Norte","RN","Nordeste",0
312560,"Felisburgo",-16.6348,-40.7605,31,"Minas Gerais","MG","Sudeste",0
312570,"Felixlândia",-18.7507,-44.9004,31,"Minas Gerais","MG","Sudeste",0
430810,"Feliz",-29.4527,-51.3032,43,"Rio Grande do Sul","RS","Sul",0
270270,"Feliz Deserto",-10.2935,-36.3028,27,"Alagoas","AL","Nordeste",0
510370,"Feliz Natal",-12.385,-54.9227,51,"Mato Grosso","MT","Centro-Oeste",0
410770,"Fênix",-23.9135,-51.9805,41,"Paraná","PR","Sul",0
410773,"Fernandes Pinheiro",-25.4107,-50.5456,41,"Paraná","PR","Sul",0
312580,"Fernandes Tourinho",-19.1541,-42.0803,31,"Minas Gerais","MG","Sudeste",0
260545,"Fernando de Noronha",-3.8396,-32.4107,26,"Pernambuco","PE","Nordeste",0
210408,"Fernando Falcão",-6.16207,-44.8979,21,"Maranhão","MA","Nordeste",0
240375,"Fernando Pedroza",-5.69096,-36.5282,24,"Rio Grande do Norte","RN","Nordeste",0
351560,"Fernando Prestes",-21.2661,-48.6874,35,"São Paulo","SP","Sudeste",0
351550,"Fernandópolis",-20.2806,-50.2471,35,"São Paulo","SP","Sudeste",0
351565,"Fernão",-22.3607,-49.5187,35,"São Paulo","SP","Sudeste",0
351570,"Ferraz de Vasconcelos",-23.5411,-46.371,35,"São Paulo","SP","Sudeste",0
160023,"Ferreira Gomes",0.857256,-51.1795,16,"Amapá","AP","Norte",0
260550,"Ferreiros",-7.44666,-35.2373,26,"Pernambuco","PE","Nordeste",0
312590,"Ferros",-19.2343,-43.0192,31,"Minas Gerais","MG","Sudeste",0
312595,"Fervedouro",-20.726,-42.279,31,"Minas Gerais","MG","Sudeste",0
410775,"Figueira",-23.8455,-50.4031,41,"Paraná","PR","Sul",0
500390,"Figueirão",-18.6782,-53.638,50,"Mato Grosso do Sul","MS","Centro-Oeste",0
170765,"Figueirópolis",-12.1312,-49.1748,17,"Tocantins","TO","Norte",0
510380,"Figueirópolis D'Oeste",-15.4439,-58.7391,51,"Mato Grosso","MT","Centro-Oeste",0
170770,"Filadélfia",-7.33501,-47.4954,17,"Tocantins","TO","Norte",0
291085,"Filadélfia",-10.7405,-40.1437,29,"Bahia","BA","Nordeste",0
291090,"Firmino Alves",-14.9823,-39.9269,29,"Bahia","BA","Nordeste",0
520780,"Firminópolis",-16.5778,-50.304,52,"Goiás","GO","Centro-Oeste",0
270280,"Flexeiras",-9.27281,-35.7139,27,"Alagoas","AL","Nordeste",0
410785,"Flor da Serra do Sul",-26.2523,-53.3092,41,"Paraná","PR","Sul",0
420535,"Flor do Sertão",-26.7811,-53.3505,42,"Santa Catarina","SC","Sul",0
351580,"Flora Rica",-21.6727,-51.3821,35,"São Paulo","SP","Sudeste",0
410780,"Floraí",-23.3178,-52.3029,41,"Paraná","PR","Sul",0
240380,"Florânia",-6.12264,-36.8226,24,"Rio Grande do Norte","RN","Nordeste",0
351590,"Floreal",-20.6752,-50.1513,35,"São Paulo","SP","Sudeste",0
260560,"Flores",-7.85842,-37.9715,26,"Pernambuco","PE","Nordeste",0
430820,"Flores da Cunha",-29.0261,-51.1875,43,"Rio Grande do Sul","RS","Sul",0
520790,"Flores de Goiás",-14.4451,-47.0417,52,"Goiás","GO","Centro-Oeste",0
220380,"Flores do Piauí",-7.78793,-42.918,22,"Piauí","PI","Nordeste",0
260570,"Floresta",-8.60307,-38.5687,26,"Pernambuco","PE","Nordeste",0
410790,"Floresta",-23.6031,-52.0807,41,"Paraná","PR","Sul",0
291100,"Floresta Azul",-14.8629,-39.6579,29,"Bahia","BA","Nordeste",0
150304,"Floresta do Araguaia",-7.55335,-49.7125,15,"Pará","PA","Norte",0
220385,"Floresta do Piauí",-7.46682,-41.7883,22,"Piauí","PI","Nordeste",0
312600,"Florestal",-19.888,-44.4318,31,"Minas Gerais","MG","Sudeste",0
410800,"Florestópolis",-22.8623,-51.3882,41,"Paraná","PR","Sul",0
220390,"Floriano",-6.77182,-43.0241,22,"Piauí","PI","Nordeste",0
430825,"Floriano Peixoto",-27.8614,-52.0838,43,"Rio Grande do Sul","RS","Sul",0
420540,"Florianópolis",-27.5945,-48.5477,42,"Santa Catarina","SC","Sul",1
410810,"Flórida",-23.0847,-51.9546,41,"Paraná","PR","Sul",0
351600,"Flórida Paulista",-21.6127,-51.1724,35,"São Paulo","SP","Sudeste",0
351610,"Florínia",-22.868,-50.6814,35,"São Paulo","SP","Sudeste",0
130160,"Fonte Boa",-2.52342,-66.0942,13,"Amazonas","AM","Norte",0
430830,"Fontoura Xavier",-28.9817,-52.3445,43,"Rio Grande do Sul","RS","Sul",0
312610,"Formiga",-20.4618,-45.4268,31,"Minas Gerais","MG","Sudeste",0
430840,"Formigueiro",-30.0035,-53.4959,43,"Rio Grande do Sul","RS","Sul",0
520800,"Formosa",-15.54,-47.337,52,"Goiás","GO","Centro-Oeste",0
210409,"Formosa da Serra Negra",-6.44017,-46.1916,21,"Maranhão","MA","Nordeste",0
410820,"Formosa do Oeste",-24.2951,-53.3114,41,"Paraná","PR","Sul",0
291110,"Formosa do Rio Preto",-11.0328,-45.193,29,"Bahia","BA","Nordeste",0
420543,"Formosa do Sul",-26.6453,-52.7946,42,"Santa Catarina","SC","Sul",0
312620,"Formoso",-14.9446,-46.2371,31,"Minas Gerais","MG","Sudeste",0
520810,"Formoso",-13.6499,-48.8775,52,"Goiás","GO","Centro-Oeste",0
170820,"Formoso do Araguaia",-11.7976,-49.5316,17,"Tocantins","TO","Norte",0
430843,"Forquetinha",-29.3828,-52.0981,43,"Rio Grande do Sul","RS","Sul",0
230435,"Forquilha",-3.79945,-40.2634,23,"Ceará","CE","Nordeste",0
420545,"Forquilhinha",-28.7454,-49.4785,42,"Santa Catarina","SC","Sul",0
230440,"Fortaleza",-3.71664,-38.5423,23,"Ceará","CE","Nordeste",1
312630,"Fortaleza de Minas",-20.8508,-46.712,31,"Minas Gerais","MG","Sudeste",0
170825,"Fortaleza do Tabocão",-9.05611,-48.5206,17,"Tocantins","TO","Norte",0
210410,"Fortaleza dos Nogueiras",-6.95983,-46.1749,21,"Maranhão","MA","Nordeste",0
430845,"Fortaleza dos Valos",-28.7986,-53.2249,43,"Rio Grande do Sul","RS","Sul",0
230445,"Fortim",-4.45126,-37.7981,23,"Ceará","CE","Nordeste",0
210420,"Fortuna",-5.72792,-44.1565,21,"Maranhão","MA","Nordeste",0
312640,"Fortuna de Minas",-19.5578,-44.4472,31,"Minas Gerais","MG","Sudeste",0
410830,"Foz do Iguaçu",-25.5427,-54.5827,41,"Paraná","PR","Sul",0
410845,"Foz do Jordão",-25.7371,-52.1188,41,"Paraná","PR","Sul",0
420550,"Fraiburgo",-27.0233,-50.92,42,"Santa Catarina","SC","Sul",0
351620,"Franca",-20.5352,-47.4039,35,"São Paulo","SP","Sudeste",0
220400,"Francinópolis",-6.39334,-42.2591,22,"Piauí","PI","Nordeste",0
410832,"Francisco Alves",-24.0667,-53.8461,41,"Paraná","PR","Sul",0
220410,"Francisco Ayres",-6.62606,-42.6881,22,"Piauí","PI","Nordeste",0
312650,"Francisco Badaró",-16.9883,-42.3568,31,"Minas Gerais","MG","Sudeste",0
410840,"Francisco Beltrão",-26.0817,-53.0535,41,"Paraná","PR","Sul",0
240390,"Francisco Dantas",-6.07234,-38.1212,24,"Rio Grande do Norte","RN","Nordeste",0
312660,"Francisco Dumont",-17.3107,-44.2317,31,"Minas Gerais","MG","Sudeste",0
220415,"Francisco Macedo",-7.331,-40.788,22,"Piauí","PI","Nordeste",0
351630,"Francisco Morato",-23.2792,-46.7448,35,"São Paulo","SP","Sudeste",0
312670,"Francisco Sá",-16.4827,-43.4896,31,"Minas Gerais","MG","Sudeste",0
220420,"Francisco Santos",-6.99491,-41.1288,22,"Piauí","PI","Nordeste",0
312675,"Franciscópolis",-17.9578,-42.0094,31,"Minas Gerais","MG","Sudeste",0
351640,"Franco da Rocha",-23.3229,-46.729,35,"São Paulo","SP","Sudeste",0
